twitter,uniform_rand_repeat,1,1000000,1,0.8,2,800,800,0.024098,28.4882
twitter,uniform_rand_repeat,1,1000000,0.5,0.8,2,800,800,0.021137,28.1997
twitter,uniform_rand_repeat,1,1000000,0.25,0.8,2,800,800,0.023771,28.4463
twitter,uniform_rand_repeat,1,1000000,0.1,0.8,2,800,800,0.023887,28.2532
twitter,uniform_rand_repeat,1,1000000,0.05,0.8,2,800,490,0.022974,28.292
twitter,uniform_rand_repeat,1,1000000,0.025,0.8,2,800,242,0.024017,28.2687
twitter,uniform_rand_repeat,1,1000000,0.01,0.8,2,800,105,0.023629,28.6688
twitter,uniform_rand_repeat,1,1000000,0.005,0.8,2,800,56,0.023937,28.2119
twitter,uniform_rand_repeat,2,1000000,1,0.8,2,800,800,0.002085,27.7974
twitter,uniform_rand_repeat,2,1000000,0.5,0.8,2,800,800,0.014292,27.9
twitter,uniform_rand_repeat,2,1000000,0.25,0.8,2,800,800,0.013942,27.974
twitter,uniform_rand_repeat,2,1000000,0.1,0.8,2,800,800,0.024958,28.2134
twitter,uniform_rand_repeat,2,1000000,0.05,0.8,2,800,497,0.024333,28.2945
twitter,uniform_rand_repeat,2,1000000,0.025,0.8,2,800,244,0.024437,28.2296
twitter,uniform_rand_repeat,2,1000000,0.01,0.8,2,800,108,0.024805,28.2488
twitter,uniform_rand_repeat,2,1000000,0.005,0.8,2,800,49,0.023911,28.2028
twitter,inNOut_repeat,1,4165223,1,0.8,2,800,800,0.048923,3.1986
twitter,inNOut_repeat,1,4165223,0.5,0.8,2,800,800,0.048963,3.60702
twitter,inNOut_repeat,1,4165223,0.25,0.8,2,800,800,0.04969,4.29406
twitter,inNOut_repeat,1,4165223,0.1,0.8,2,800,800,0.053031,4.73985
twitter,inNOut_repeat,1,4165223,0.05,0.8,2,800,800,0.054296,5.33903
twitter,inNOut_repeat,1,4165223,0.025,0.8,2,800,800,0.053095,5.27802
twitter,inNOut_repeat,1,4165223,0.01,0.8,2,800,800,0.049268,5.66772
twitter,inNOut_repeat,1,4165223,0.005,0.8,2,800,800,0.049864,6.05215
twitter,inNOut_repeat,1,4165223,0.0025,0.8,2,800,800,0.05295,6.09795
twitter,inNOut_repeat,1,4165223,0.001,0.8,2,800,800,0.051429,6.03084
twitter,inNOut_repeat,1,4165223,0.0005,0.8,2,800,800,0.054105,6.31233
twitter,inNOut_repeat,1,4165223,0.00025,0.8,2,800,800,0.058734,6.29382
twitter,inNOut_repeat,1,4165223,0.0001,0.8,2,800,800,0.054152,6.44564
twitter,inNOut_repeat,1,4165223,1e-05,0.8,2,800,414,0.059656,6.48215
twitter,inNOut_repeat,1,4165223,5e-06,0.8,2,800,380,0.058687,6.37699
twitter,inNOut_repeat,1,4165223,2.5e-06,0.8,2,800,377,0.060118,6.40008
twitter,inNOut_repeat,1,4165223,1e-06,0.8,2,800,289,0.059759,5.95543
